Ticker,Mean,Median,Std Dev,Min,Max,Count
DASH,0.0019263621308949952,0.0017853056183939585,0.02269648827799173,-0.114216072591427,0.1471500853532425,656
DOV,-3.2393397660691315e-05,-0.00018183439455416874,0.012812604475300087,-0.04307026585171708,0.1092088675474239,656
DOW,-0.000701452687468824,-0.0009424935380508878,0.017001086257553016,-0.11000001841577985,0.17790927656863242,656
DHI,0.000654676264224552,0.0012450945984166586,0.016761773417879364,-0.06854415506693484,0.0922384271664013,656
DTE,0.00020313380028524067,0.0009359539519849068,0.011425693089737917,-0.0565497070083063,0.03879766659068766,656
DUK,0.00014948056110111098,0.0004958397632768073,0.010080838447274561,-0.04855999755859378,0.030712632297570444,656
DD,7.92539847582733e-05,0.0006809904851213779,0.01287721814665859,-0.07406784984213914,0.141304387548513,656
EMN,-1.462046988769269e-05,-4.963346575231626e-05,0.01546924608451264,-0.07809313950898739,0.137988897952051,656
ETN,0.0006851157748359642,0.0011763959076072123,0.015836775409323094,-0.05600386099387482,0.13681547625055127,656
EBAY,0.0015550426668837756,0.0011829077571534146,0.01467503203015212,-0.04509519316888829,0.07162022722826218,656
ECL,0.0007847183977519001,0.0003841812751366729,0.010655323417256977,-0.04400571644209614,0.06898569771777349,656
EIX,-0.0004055170504476803,0.0006925507499258216,0.01525869060935734,-0.10794387569933149,0.08057055164065435,656
EW,0.00035750810665857697,0.0002237698978213333,0.014739659863025147,-0.06733324839012153,0.07612495422363282,656
EA,0.0007708940476967865,0.00023922705776846165,0.01124833216764437,-0.054227878648807105,0.052014776268899776,656
ELV,-0.00016674602266653326,4.104941610185588e-05,0.015109509336176597,-0.09446104129631362,0.09740436661159475,656
EMR,-1.5153889969205428e-05,0.00037611470326174787,0.013295335198358488,-0.0574631884957681,0.11941257669978529,656
ENPH,-0.001080922856902823,-0.0022359444182472217,0.03150654568140405,-0.12027003637685495,0.12327763238392768,656
ETR,0.0005895374131344502,0.0010735392672973746,0.012426067690614464,-0.07045398847658071,0.08999999140349907,656
EOG,-0.0005065895214299574,0.0003481318313980781,0.014749724213906272,-0.05236550144359899,0.11224889831737395,656
EPAM,-0.0005246143349737124,0.0003839776487171214,0.01866527365405806,-0.06538375837944488,0.1260623472837788,656
EQT,0.00031405829848075436,0.0,0.019770835288249102,-0.07370239407895625,0.08124992498036322,656
EFX,0.0006503857988661705,0.0004211597631158756,0.015346589697790297,-0.06635552300347221,0.1160061745325947,656
EQIX,0.0003578651702384795,0.00041915338354321836,0.01395524500335097,-0.0886164368428941,0.0941384493593368,656
EQR,9.663493314111654e-05,-0.0001377520966885494,0.012798001177602563,-0.05677948386574207,0.10311829627225841,656
ERIE,-0.00011582569369416389,0.0004055067845350728,0.016441897026956764,-0.07987236480524236,0.10714892874762588,656
ESS,0.000490240271669593,0.0007967939222382693,0.014197906115320071,-0.06774578088383874,0.09216872372301708,656
EL,-0.0005473079940161893,-0.0004901504345268795,0.0209199415031579,-0.10200623632331017,0.1350040494538346,656
EG,-0.0003402088365344612,0.0004561205683278234,0.013938195054585878,-0.06862503051757815,0.06649115587217672,656
EVRG,0.0003314990166044535,0.0007850899291275369,0.010828389730370515,-0.04771332265882675,0.041752582015826344,656
ES,-0.00021733667619964944,0.00015205614014067047,0.013627465956214977,-0.0719510031699816,0.0511480622377441,656
EXC,6.987457784734243e-05,0.00036160620148118134,0.012009559007443823,-0.08054341573276616,0.04916825511291198,656
EXE,-0.00042493575763947767,-0.0003605588740767135,0.01631226440287346,-0.07551376554791589,0.059291818702411105,656
EXPE,0.0012461496921040256,0.00031745742465332844,0.019412856917604908,-0.07722122459999403,0.18768814277912832,656
EXPD,0.00031119888756318056,-0.0001715824784445728,0.012784249997447542,-0.0403136168027798,0.08241436537799313,656
EXR,-5.902806260740305e-05,-0.0007411198455694575,0.015050164628987828,-0.06946463620537935,0.09242414814870323,656
XOM,-0.00013174607784002335,0.0,0.012847660911168185,-0.0503322678661118,0.06470765952954505,656
FFIV,0.000875470801986297,0.0015416606278917983,0.01299976727735224,-0.05703917792459511,0.10421808132964322,656
FDS,0.00024394728348857533,0.0012682017158369436,0.01221161490003825,-0.04976174591481697,0.07998283584066118,656
FICO,0.0012417071169951274,0.001624970998237185,0.020479197692346855,-0.1306423889693571,0.12032697146770877,656
FAST,0.00045869106577924794,0.0,0.012392763950656248,-0.043151077612767125,0.08038997654052771,656
FRT,-0.00013157132010365659,0.00024112695545223906,0.012933028941393187,-0.06636874236208094,0.09911216786782683,656
FDX,0.0008989764899374912,0.0009290606809282632,0.01390726794830766,-0.06221214927919493,0.12143669109925935,656
FIS,0.00021641643541660485,0.00041546528965561574,0.015180956087341923,-0.11603975948726569,0.07720919885683923,656
FITB,-8.194880467559894e-05,0.00025764074926362874,0.016922412125593304,-0.09502574593526993,0.0847970683901735,656
FSLR,-0.0006326523207232392,-0.0013071304268543198,0.028487818679110204,-0.11139000392198295,0.18009655387980442,656
FE,8.165361864414501e-05,0.00026060075876852473,0.01097615427858462,-0.05562363100652379,0.04109209446052153,656
FI,0.00028674749470287996,0.0011436895342652482,0.014074188106214297,-0.15946546204017706,0.09475988389123025,656
F,0.0008191797003713444,0.00037676242888407224,0.017721411963730078,-0.0887465910288654,0.11764705882352947,656
FTNT,0.001243170441857414,0.0010917979186031255,0.01878616813602363,-0.06972428001174406,0.13438201218508602,656
FTV,-6.925148817368918e-05,0.00012481953482899871,0.012370946489193468,-0.060726429198036044,0.10863867938740941,656
FOXA,0.000364356193762051,0.0008893334863059937,0.014772283824368293,-0.10343777697029942,0.08992806074780499,656
FOX,0.000416395458406947,0.0006979594523077934,0.01451861273850443,-0.10032785134237322,0.09451706624139954,656
BEN,-0.0001639188517545057,0.0004324500678555387,0.016801666583220756,-0.12671077175369047,0.14338461068960331,656
FCX,-0.0004375226033710516,-0.0010344042364395303,0.018502194675567768,-0.09377169173040908,0.12729707098038867,656
GRMN,0.001357853820859421,0.0012622250761325582,0.013280635529580415,-0.0789670266623359,0.13345489866618881,656
IT,-0.00017748223173045857,0.00027157421066666013,0.014251311964455256,-0.09926647483528996,0.08762486516111322,656
GE,0.0018124372751790053,0.002033225013603263,0.01561994591081441,-0.07162731323353523,0.12942528816022483,656
GEHC,0.0006356119027907186,-6.228755832864942e-05,0.017362102794181187,-0.07712591103557714,0.12616988730908413,656
GEV,0.0035705989993077584,0.0027697148180777565,0.029549674868468035,-0.08310962168188558,0.1539493923908095,347
GEN,0.0004088363429288864,0.0007033243634114929,0.015247982749638053,-0.07832113048410173,0.09009010851922065,656
GNRC,0.0008929921161729364,0.0009431454779411531,0.024326620074745606,-0.10431498946373852,0.1508733021974601,656
GD,-7.728579131279039e-05,1.584108149533996e-05,0.010333619229499224,-0.06902257960681583,0.08642762085059326,656
GIS,-0.00047281563072588403,-0.0004897112405307364,0.011847514533123044,-0.06124930821217263,0.047077948014840214,656
GM,0.0008875771687046233,0.0004612454033325515,0.01733163684282145,-0.05999187424642525,0.09268994294175308,656
GPC,6.284495786487418e-06,0.0,0.013827924266523664,-0.08546530620211659,0.08957907005442967,656
GILD,0.0008129307724502361,0.00048643166696420474,0.012894941104738619,-0.04348680248226327,0.07430844838816299,656
GPN,-0.0004107781533242593,-0.0003645908779505554,0.01741314272456575,-0.10679771563053007,0.1512755150449419,656
GL,-8.820382017611904e-06,0.0011310637625359583,0.025172042166144507,-0.5007108398368728,0.12237040201822914,656
GDDY,0.0012603306249776352,0.0011883825903398594,0.014131579352186355,-0.06981715526973081,0.09861325855194125,656
GS,0.0010299259545478825,0.0007751361577125333,0.014385462313157267,-0.05331284952236945,0.1451391614048363,656
HAL,-0.000757140888654399,-0.0007738526484123115,0.01970559005173462,-0.07152437735556907,0.17020143057210754,656
HIG,0.000692934188429554,0.0015648533375249042,0.01159771699101995,-0.06055091183540043,0.07263346887247045,656
HAS,0.0001238287346957213,0.00020416700555062238,0.017574509201472355,-0.07800001664595164,0.09964129074515533,656
HCA,0.0008395281087793964,0.0016152059387309933,0.013975763675183866,-0.0637544227616435,0.05197712053571431,656
DOC,-0.0005234308594402136,-0.0004959269644542695,0.014785425405184679,-0.08656719064392249,0.0564971501122857,656
HSIC,2.5811290895622813e-05,-0.00037836499995822924,0.014145131577021446,-0.05883810833437508,0.07273522555173827,656
HSY,-0.00011103343851746071,-0.0006534261685638372,0.014119978272213403,-0.04988358593021172,0.11261126401071106,656
HPE,0.0002452496243561924,0.0,0.01934819692959799,-0.09583607391259542,0.1721907949997243,656
HLT,0.0009625866286184754,0.0016552182907311086,0.012517811569609108,-0.046111539646639055,0.09489232467616719,656
HOLX,0.0001694855866088176,-0.0002783929442035128,0.012742863648121916,-0.05785657045493877,0.1326288733876319,656
HD,0.00045928479445493886,0.0009288277216357358,0.011897601330336046,-0.043210270099463016,0.08152771773376802,656
HON,-0.0002026518169582381,-0.00024277174707205837,0.011298634321419768,-0.06031977617139455,0.10304712522723332,656
HRL,-0.0007085244552794906,-0.0002775630481151981,0.012597718089698713,-0.0925000508626302,0.03886096591584018,656
HST,-0.00023281185754554494,0.0,0.01514812704084251,-0.06350056289176852,0.14125202435742373,656
HWM,0.0010449360280836597,0.0015487723559321404,0.015621323242030105,-0.06442316182287824,0.1307379742071505,656
HPQ,0.0004199760320229347,0.00031283796457360534,0.015935775499325032,-0.08114368401157579,0.12930235751839564,656
HUBB,0.00026280069323660245,0.00047869868442601267,0.015912897799155303,-0.06233432081311717,0.11246331080374562,656
HUM,0.00012316969507043782,-0.00011480464166413119,0.01796539101296982,-0.11285710410466268,0.12163274324024739,656
HBAN,5.669891321015732e-05,0.000795399554596485,0.017288864097638728,-0.15130569875319172,0.11463413215832391,656
HII,-0.00030427446866844774,-4.418254272268891e-05,0.015238417299753426,-0.13972089900526885,0.09405072445871693,656
IBM,0.0009992671814847008,0.0008531794222866862,0.011146919019371192,-0.049578598642665866,0.08377856876603405,656
IEX,-0.0008725055864866459,-0.0005540329848902914,0.012678578285356932,-0.061257149832589286,0.09047557866212841,656
IDXX,0.0002821438889900739,-0.00047442623107975083,0.016691766292489415,-0.06269631543762091,0.11238723144844108,656
ITW,0.0001800236347749892,0.00019998383807421792,0.01086695663196185,-0.04697433364210821,0.08630492495203979,656
INCY,0.00045141425588341073,0.00037628024669158155,0.015970899947973384,-0.06451169629723058,0.08988597370869698,656
IR,0.0003159561761754288,0.0004536309757976326,0.014335711533030067,-0.05671036258515279,0.11276370274702212,656
PODD,-0.0005695925033851944,-0.0001883626116490718,0.020811241841349602,-0.0878099832268258,0.08545184484437136,656
INTC,0.0004991534415066651,0.0008739460549154413,0.023982554355494127,-0.09621138367687954,0.19147764528254727,656
ICE,0.0006812101208935592,0.0010725234451368594,0.010066883125123459,-0.05235785201261956,0.039440520510205475,656
IFF,-6.258188574105032e-05,0.0006267189152650873,0.016279789352939104,-0.12179177465747303,0.10043739869277425,656
IP,0.0017037202582936735,0.0011387702758726428,0.01623816458246172,-0.08424763244376049,0.10904976496891076,656
IPG,-6.317224679217429e-05,0.00014825505888566845,0.01479297970363142,-0.08070388110736411,0.10633582857693363,656
INTU,0.000747536972856187,0.0010141126863518655,0.015539967803286123,-0.060833370324337055,0.10145142495579926,656
ISRG,0.0005069181799362526,0.0014643360799520531,0.016072102175147988,-0.05648561879840282,0.16211113823784723,656
IVZ,0.00035078599589268776,0.0006413101649510435,0.018118035636435176,-0.08238845325986507,0.17368869167775255,656
INVH,0.00016246977188598123,0.0002957345116555859,0.012060706082269697,-0.04474338043776403,0.07890339760585978,656
IQV,-7.674034577883453e-05,0.0008287771685098271,0.017136833675390952,-0.08498510453879149,0.1143282960163852,656
IRM,0.0010040714887317506,0.0020245125085304174,0.015380220419501404,-0.08169303301298436,0.11405593280016103,656
JBHT,-0.00014063294465088144,-0.0008292027970342757,0.015551783572444253,-0.06864024237136203,0.10474179182594452,656
JBL,0.0014425458915878365,0.0008881407653825262,0.018048463118179033,-0.07043074231038442,0.13951565747207323,656
JKHY,-0.00013569894508634118,0.0003363490306007406,0.013215722883981887,-0.09366774428747425,0.04781493145392613,656
J,0.0002367701934054665,0.0,0.012698965518488628,-0.05407016465206041,0.08493508242921732,656
JNJ,0.00035068626305752423,0.0006400347201872093,0.009525902542991863,-0.046537646527526545,0.06167373038448823,656
JCI,0.0003700499302400834,0.0013498467545848098,0.01400120308444707,-0.07898551830347028,0.1148352828697055,656
